species,study.doi,year.of.publication,group,continent,driver,driver.type,stage.age,vital.rates,sens,gen.time,n.vr,n.pam,dens,biotic_interactions
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013393868,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013072609,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013134174,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012836574,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.01267775,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012824306,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.01417829,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013219676,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012802822,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012256555,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013004949,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013045001,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012847007,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.012784841,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012954168,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.01347181,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013486561,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.01201647,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013728895,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013171173,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.01306873,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013019757,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013130641,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.01308103,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013336855,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013906165,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013767836,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012957058,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013451206,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.014312045,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013015725,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013512167,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.014031211,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013773336,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.012121187,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013910242,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013518144,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.012693748,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013609589,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013482004,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013007726,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013327921,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012601657,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013736983,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013075496,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012900557,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013333512,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012744794,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012705157,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013083809,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.014426164,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012002996,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.01443045,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013641183,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012690548,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.01301903,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012599667,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013275569,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.014037625,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.014070484,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013954443,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.014784831,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012808067,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013085154,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013218579,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013312966,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013067031,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013912183,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.014059376,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.014027275,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.012505422,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012972105,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013447184,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013783265,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012634743,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012703435,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013161133,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013372473,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.012926254,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013591074,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012997104,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013038002,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013359019,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013791661,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013706723,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.012807659,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.012982925,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013284087,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.013172762,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013715245,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,calves,survival,0.013654233,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,juveniles,survival,0.014229784,6,3,12,1,0
Giraffa camelopardalis,10.1111/gcb.16970,2023,Mammals,Africa,Rainfall,C,adults,survival,0.013805884,6,3,12,1,0
