"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","cov","gen.time","n.vr","n.pam","dens","biotic_interactions"
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125259809303413,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125451658677556,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125330849125861,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125385427452867,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125110473731743,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125422039397615,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125082592576595,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125291412212112,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125360947399029,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125475630808964,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125412929362276,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125375530081361,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125582286613975,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125352579657387,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.012532211268904,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125403545764982,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125278593785637,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125508561119184,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125241761230949,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125466986005651,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125605205888428,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125597523387756,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125189782980547,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125312583159607,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125260430554196,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125396010404845,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125463301847268,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125405258514022,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125302490778248,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125476580329858,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125419205649309,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125108464279683,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.012569563938558,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125691441112219,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125459306433284,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125531321044857,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125322331095447,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125676811082368,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125313242768924,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125600361025748,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125345907981386,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125317514358154,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125474177836454,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125619019983557,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125327996961152,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125339319686737,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125411840011391,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125604278207634,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125285178706596,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125495601058396,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125539338029062,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125477127905152,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125204605525714,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125321922653924,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125359075282074,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125207747011793,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125321273947429,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125354926974298,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125191094344276,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125189731944862,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125303284312981,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125173384654244,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125436184174549,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125081747902408,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125707753235265,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.012523602748322,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125491322761178,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125260225871019,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125528465069945,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125181657509005,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125235911396468,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125322946212153,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125367454949496,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125275562419854,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125474594392803,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125342572065164,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125343699249655,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.012552636890852,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125342544574784,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125386505138637,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125316726277851,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125240088016545,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125328664634791,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125309459252941,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125387256437363,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125568746569919,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125275185474188,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0125403725397043,0,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177487104633919,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.01773447803376,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176797401735556,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0178142460980953,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176116248864747,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177096088112085,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176277006515731,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176039512768092,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0174842655096847,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175738293741134,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177602145875183,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.01768614016028,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177147623388408,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176903323387111,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177194184209949,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175758879390703,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175417105994081,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176472195451668,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177052752777076,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176506106766922,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017550992043489,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177240899294964,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175057328402854,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0174137118192229,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176033250954036,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017519660338606,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175611403728213,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176149063579219,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176832966650486,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176936711006431,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176536659031428,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176726510725297,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177053260061535,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176433811103441,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175847890992871,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176436730552587,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175484482745304,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0178146057867562,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176351860952194,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176255561528541,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176677424031387,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175095772715394,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017685315295483,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177905319034699,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175418262161536,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175997025267569,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177158157300873,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177033081526697,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017760086959521,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176702211511483,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176160590846642,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0178667879621509,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017609479883348,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176422143808123,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177190350871116,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175559097808717,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176428374151798,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0178015361349314,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017490910964348,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177986495520697,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175573841142636,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017492617320122,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177618992048359,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177183355481209,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176070242544922,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176375614115234,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176576413384044,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176680608414634,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177160362150254,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177015871268688,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177123991844767,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175578152656038,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177285773660826,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0178371910395353,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177083255046547,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177085502497803,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177315092670829,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175275483896291,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0174865095012536,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176101189495728,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177423106601402,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175710506941085,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.017522063679956,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177298544801494,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176163568640417,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177424708027031,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177335671575208,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177124556412426,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177007382283707,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176197808437884,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176690100464503,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177385315969,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177324449342353,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176822783180059,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177640543457215,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177026245000474,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175421398547937,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0175879589156237,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0176777516124331,1,2,5,45,0,0
"Dracocephalum austriacum","Evers et al. in Prep",2024,"Plants","Europe","precipitation","C","all","all",0.0177509376148886,1,2,5,45,0,0
